Country Code,type,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
LBN,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LBR,per1000,465.932137757873,458.751533551258,445.245802348443,430.274726971081,408.658289466886,393.495693440319,381.049744218675,374.85567942099,372.161858695854,354.199868997576,337.396440367718,327.004021958229,313.729216749338,322.260922332668,342.067499360019,347.901683925398,373.261855573007,392.295858300243,383.244905141673,369.64750897947,358.045798496029
LBY,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LCA,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LCN,per1000,14.0743670355256,11.6546487513346,10.4614141014513,10.0940968807673,9.84248643058612,10.7696943512131,9.14070738414842,8.11326564447909,5.64056501295035,5.49505716205344,6.47990240007856,4.80979246550012,4.52179593826811,4.39287805016824,3.58601307522707,4.49483972569578,5.08852090852762,6.92105099466856,6.73740657778969,6.42084750427903,4.64330685496488
LDC,per1000,282.228210311824,282.565260224895,270.10264077914,263.802163280282,253.352624011554,240.073866636965,230.876739870401,219.738163473945,211.112803346155,210.823749055707,210.002620492312,201.981497045336,201.81010890119,197.698291562017,189.106442532357,184.928406925103,181.38221330173,185.014550512748,176.978278148684,171.266596403295,179.505013255941
LIC,per1000,300.668898871579,303.285190398758,291.13291635399,284.115595261417,272.613187450751,257.009604564052,248.216634377825,237.893992590852,231.69919045559,235.767188465607,235.796978487948,229.668555778543,229.919283712483,225.928823030436,214.363472858713,207.890983571033,203.735499069516,207.967810162473,197.816766223401,190.793753810366,199.26908968919
LIE,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LKA,per1000,48.6330964569495,15.2934790630244,9.44514478594297,2.37700631998712,0.834259353740543,0.364821670051277,0.130461445000678,0.0433861344049855,0.141200039335851,0.114726322625975,0.146774848026876,0.0264299114981625,0.00487030484085008,0,0,0,0,0,0,0,0
LMC,per1000,68.9364040185888,68.5046820216085,65.4356703093404,65.5094571586656,66.23014687935,66.0724797687903,62.9389521113047,61.4857694642794,60.2010115401843,58.9786693241196,57.262538580036,53.4120640252143,49.7289389149926,46.1192182359432,45.1905898771019,44.5853343282069,44.70205297846,43.8205847024141,42.524810635244,42.2718999200929,44.182971974077
LMY,per1000,82.2001259350371,82.6295782854217,79.5196682764139,79.1379835821272,78.617414677778,76.9969697299146,74.2490404233206,72.2504782135798,70.900445907103,71.090020617795,69.9965451809777,67.0016078526288,64.9155534572321,62.3715438764056,60.4170593637279,59.433547094358,59.2278208484265,59.6232532451518,57.6796474901295,56.7125836016091,60.055138700114
LSO,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LTE,per1000,2.26060790449764,1.81929070632585,1.50312769100838,1.31332395837885,1.2176207199059,1.34124142113684,1.21947425106905,1.10186456740369,0.729642345506531,0.715371433394278,0.851936760944383,0.613950302305585,0.603016194083376,0.504966455409128,0.36655809659445,0.359972747648561,0.346093150490272,0.414214844227909,0.426145364045844,0.398089845540915,0.370099598684284
LTU,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LUX,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LVA,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MAC,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MAF,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MAR,per1000,0.000104189559428197,0,0.000645056920331906,0.000134305327852064,0.0000332058273836239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCO,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MDA,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MDG,per1000,57.4616697890492,68.3537654327707,53.5943013119738,68.29460657733,46.853585060309,36.1488820084637,35.3026294916941,22.754910072905,23.4726858872533,42.919882552069,42.2444784423335,37.8743164196786,71.3571225313012,65.2094904726261,45.709398392032,96.8036748248747,56.5790980048903,75.6650893679833,70.3979500967794,71.0264105424144,133.458071730766
MDV,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MEA,per1000,8.02079372494888,8.72998823356508,9.46486462119975,8.50732986512061,6.6835452056506,6.9028675059394,8.06107974776816,5.63053750398383,3.48679718476134,4.40396060000788,6.91964541871447,4.77587504983881,4.8374739163475,3.87606405484679,3.24662995744511,2.80412338577812,3.5615424245401,3.95443452872596,4.57197138540729,4.47005883792369,4.19621678020685
MEX,per1000,3.52462659943644,2.34959930772414,2.14499398575973,1.74757254897116,1.53720061596342,1.32024509302232,1.10249860214229,1.02012863731381,1.00328483201045,1.13369744748208,0.506868984289956,0.458262443313466,0.335047855935053,0.196496019467,0.257100843102643,0.200124332564061,0.210734292359218,0.278231521136334,0.300159536849723,0.228499508800004,0.13024196469272
MHL,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MIC,per1000,52.4397437153433,52.1782283426744,49.9177229346421,50.0602050882165,50.7016429741921,50.7167246447892,48.4505857750323,47.3482090884744,46.3717457729145,45.5879105139726,44.1380748450811,41.2809207827035,38.528030011677,35.8734744935632,35.1923543480916,34.7979984680254,34.9309073883987,34.3420241190197,33.4230356586802,33.2045879614839,35.0168784223432
MKD,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MLI,per1000,406.229399710299,407.446482989154,416.458277559657,423.80885697471,429.372585410166,431.240273870888,405.710341701949,388.805515602549,379.058733370092,374.562311356769,383.60342691167,404.732950455097,435.650582634292,452.815933807072,441.007385462791,391.82930999958,384.221812893283,386.777553610064,386.777532262051,333.695436227009,357.450233199884
MLT,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MMR,per1000,48.7819613961864,48.7819490963355,48.7819731412036,48.7819755304632,48.7819678622255,48.7819754631175,34.6901546583829,43.4471983558043,52.9596955991069,49.8989334430564,66.9845201649589,43.7121761694908,57.3304176856483,19.8252524524936,12.3312418272843,8.67106463018783,5.13223392397375,3.8006484282963,3.39988129931081,2.44476020179095,2.54554617426958
MNA,per1000,8.2100217789154,8.96752444826406,9.72914357746,8.75145620921107,6.87810495147228,7.10728108374823,8.30163362596639,5.80291368051289,3.5963338641399,4.54501615431291,7.14777341412773,4.93876521123429,5.27965152918872,4.23495351881093,3.54984410332535,3.06774583506337,3.89800465843759,4.33119979056553,5.01041984399543,4.89956154672806,4.59837156502419
MNE,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MNG,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MNP,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MOZ,per1000,486.444697569575,501.871376197983,500.468686373007,483.082258601258,452.064079197414,415.132151100177,395.606037692027,382.6486381712,379.233703389872,375.631968910908,371.80494609645,368.025633074935,367.0550628245,366.406004017409,355.992606308285,347.771971460248,341.570855550122,328.10090066996,315.261057860404,303.982840306193,320.193975863718
MRT,per1000,153.568317747167,159.0072546491,124.171690189363,118.745253136867,92.5410802634417,84.2048040505284,74.0709558251722,71.0229969473963,60.8891290280402,31.1135589943797,35.2140690286761,45.1530936913495,22.9347736644944,24.6499211394272,49.2028022124229,61.6088163420247,75.6770933908998,55.488254515617,39.414649700044,28.1070455872221,29.9905799563839
MUS,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MWI,per1000,463.229468484855,465.235613607801,437.955317649142,398.393841160589,369.798998312203,363.373369924639,350.059770953421,348.560854720739,365.887307300265,380.74424548248,379.391632883663,364.943653030941,320.182306974339,287.102254034541,261.83418203695,240.839924981958,224.848306502671,217.942837409869,208.467683373647,205.872439421456,228.453281777192
MYS,per1000,13.6941267771107,13.4758383911663,11.3793263694899,6.41529143116265,6.10743083984617,5.41929733054113,5.05115077312948,3.78737553961681,5.57258775150536,5.36776152175814,4.60329994744403,3.4501473773121,3.14949252920075,0.872105847181266,0.498885042154112,0.199861583465336,0.216720738219272,0.0683177595632807,0,0,0
NAC,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NAM,per1000,54.6323142265436,71.0877457194472,47.8993878105091,45.2979963728885,69.6660956529434,42.4448404914276,43.5703727089542,12.973794981013,7.45653029038173,4.91698873487732,1.53996354032267,1.80620242435359,3.13815937510045,4.42452667886927,14.2862605297443,8.19177861516927,17.124566636587,46.7494318545296,25.840589748155,2.88127238604707,10.0443661706461
NCL,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NER,per1000,363.228508411154,353.206232059529,327.129526296498,294.673545971717,299.261826643082,307.459576054092,304.83918622842,313.594913697982,352.145868250642,379.54555826118,414.348131760004,428.117584986535,429.718583243389,416.625077205082,409.304860006002,403.91506446239,387.567789542719,364.330230528217,344.926894472449,326.578043345639,324.106166590021
NGA,per1000,418.038635679312,407.761852158205,392.939249341924,391.655117820971,401.153670741115,407.785471324181,410.961433302227,412.435040295763,413.092491032918,400.175765475656,373.258735206669,350.502359066669,328.053762270614,308.184717414772,297.34328194339,292.542419606802,293.923580914992,297.96192610661,299.020606480813,300.442535844599,313.758074722805
NIC,per1000,13.5365311898798,5.91063388709999,4.2774359438056,3.68267122884423,3.73005105921066,3.54340310759654,1.63830619996892,0.703670356052282,0.390082604539106,0.307823951813589,0.34458329612804,0.454461837236686,0.598918423787631,0.555878022752076,0.539290039208549,1.06241954086247,2.88441760348761,4.97527254382248,7.14267744458118,5.85101319094246,11.4966816144738
NLD,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NOR,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NPL,per1000,6.9048359752516,7.89220597613378,11.873038448431,10.0070366268584,4.71260278706687,4.8212839816553,4.70050301078273,5.50315296911066,4.00515452264147,3.28598388134117,3.85084639935787,2.35835926377711,1.74384475263175,1.30084097756587,0.625586727625736,0.557261273797256,0.42367805623129,0.335360707244564,0.335474064948809,0.0558730727552903,0.02896723415646
NRU,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NZL,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
OED,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
OMN,per1000,0.00264553413995669,0.000871475263828243,0.00256974722253154,0.00251449606984264,0,0,0,0.00150536549897974,0,0,0,0,0,0,0,0,0,0,0,0,0
OSS,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
PAK,per1000,6.64067408374344,7.23122753336914,6.57257527983513,6.1440941917486,4.43829520145545,5.36287355299513,5.2780896786198,5.06382197916034,4.52622629917865,5.88598275758597,8.19587238368672,10.5742353891159,8.97568559759995,7.54787475549434,7.15263948444364,5.06279677665809,4.99902548562151,4.01157198376688,3.38150099076063,3.00778463303865,2.50025953040212
PAN,per1000,0.372147283000783,0.32686396938653,0.775612357937062,1.52647560650751,1.69624262498052,1.19841477753126,0.533645251166797,0.403749090142895,0.230180313791916,0.23652480088164,0.124856415122609,0.103743755155814,0.243432730462673,0.199432641086466,0.266278421247163,0.149769381199801,0.207139263388199,0.201610568924386,0.195257060002816,0.404806757716948,0.552436421898522
PER,per1000,9.0711420366812,9.98196032411373,12.1155479044217,10.4008004679877,10.6350494221448,9.88002874449334,7.25300055819492,5.62837030045054,4.86783144117423,4.60136289123522,3.31964700013885,2.69048206732452,3.48923116111141,5.3590592806757,7.10220950671899,9.71850283183375,5.99645544246499,5.87503123466101,4.65254065491185,3.58130503792484,2.29690729482931
PHL,per1000,1.76570615540038,1.21348464195319,1.49379727584793,2.08355107613165,1.85436273160426,1.65884415685445,2.01786927048794,2.17157346754046,1.413533173154,1.09606001603098,0.980607259993798,0.430944464757263,0.339578626693445,0.305092418812161,0.245288845518017,0.470496230440052,0.287583126356979,0.270931753751655,0.175986051054974,0.215583814299772,0.676057023240613
PLW,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
PNG,per1000,250.060110233447,241.61407900443,202.643187697678,214.225296936808,268.830752093836,217.631767192176,222.913389131851,183.779165552251,169.19182362891,218.818537857181,147.634529565097,120.319916661715,161.520838086422,182.350956321128,203.085846724685,109.120853423111,146.155730227378,145.794911091891,151.257726295222,128.178070511578,164.313799433041
POL,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
PRE,per1000,361.209593088576,360.267180217144,346.658882106256,339.439241034075,330.579179708252,321.97166115038,312.524496276329,303.618971149499,296.043388062525,286.292034083196,276.055151109225,265.00611442099,254.317612667762,243.320999617124,233.924921422681,229.110134119588,228.002516411823,229.332949782029,227.948067413177,225.230894086242,235.649882445587
PRI,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
PRK,per1000,10.117111524563,12.7992289575761,10.8466598614443,1.79900703253148,1.70785871831284,0.720798011677399,0.735977985176958,0.507672847782105,1.74988496331467,1.53394910752719,1.41041501774859,1.73958785053577,2.2562634026951,1.47999824541056,1.07669557579809,0.71406911399907,0.509302795539062,0.463552562912935,0.37066699008982,0.186487471065257,0.180705338933775
PRT,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
PRY,per1000,35.7606908967569,13.8673544055715,13.9492844589505,6.86434534758145,3.36403296170625,1.79331988343421,3.86611861421022,6.20997207596449,1.55760393923061,0.36051950861191,0.0889173424384692,0.00438552251307982,0,0,0,0,0,0,0,0,0
PSE,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
PSS,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
PST,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
PYF,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
QAT,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ROU,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
RUS,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
RWA,per1000,250.038821793849,238.604083269045,190.429617158343,151.754554081027,129.912899187099,157.407507957947,154.461702321996,90.6384347490592,71.7789598481059,158.100415322041,107.553406409865,37.9479610734443,61.2707433068036,112.345070608825,207.433955070131,315.378853460786,418.879735061676,724.567396936473,498.672936015365,363.580069847496,230.543454016222
SAS,per1000,19.0480878083658,19.0313325286738,17.7498194391644,18.3074342594131,19.1095992624924,20.1945156019519,16.346694188257,15.6481574516267,15.9749046742879,16.1962279012066,15.9716572891859,14.0182375598026,11.1962195776312,8.84004950492924,8.83848261937712,8.98134320619524,9.4965120963106,7.26249339440083,5.30124076173385,4.27267722203914,3.15766238365636
SAU,per1000,3.99183269098334,1.80978638750977,1.49528515752016,0.958309639627771,0.664810736693398,0.555056755732573,0.651190613887277,0.231470352216589,0.0294127574218995,0.0271872493675449,0.0132014222939247,0.0304700872062728,0.035108766530556,0.0141227097326239,0.0121127552157524,0.0326655523646515,0.104653865036529,0.0667487512892502,0.0225932034458709,0.0138420807998683,0.0297604321071318
SDN,per1000,92.771447748579,86.3526992543047,66.6540415943181,61.0887785845713,55.3740495897474,54.6516174696637,52.6785190897404,46.5138197758207,38.6353113066321,34.6297563286143,32.7293850701224,32.5628763967032,33.0652891631729,34.9392920262318,38.5727576987501,42.212430790592,53.2598186001045,53.7765047753924,59.1890296838417,65.5908607328818,73.3983779796907
SEN,per1000,306.242230981847,273.644488667014,223.620131054075,202.761284716458,138.998061625042,125.264345580297,121.269022564212,99.2673275561265,52.3766524777795,32.8909585757447,60.4749449505342,48.8975828564072,53.2677609817646,61.7831588321623,38.5681853776507,69.3440660701241,45.6284630807695,52.2529672773581,66.0803324064779,41.2497586884729,49.9293773922848
SGP,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
SLB,per1000,623.153782512275,681.255345965895,649.785770125661,540.467071145307,744.164171969962,614.797793722513,591.859744895281,319.145093193709,186.861369528748,147.648177558183,174.948620503576,116.909715615942,94.8601738403829,94.9214571749335,52.3908824379568,66.6738123031112,137.268586840779,164.51024268306,134.111680310431,212.797946682511,167.672780801431
SLE,per1000,469.996968090791,473.00533500881,465.025363639476,444.057323545099,428.588174998321,408.435091997721,392.090221023667,397.634849901689,425.290926257162,447.064159413717,448.070931704978,441.330026429028,429.62831314191,414.096933628109,400.793170677624,391.767380205187,386.240889766274,369.611802318431,361.876873247828,347.477034718266,328.190162072512
SLV,per1000,0.629994252243675,0.300869112793503,0.0966691288376405,0.0698555305445362,0.0915907431198588,0.0545344588594484,0.0397045012750007,0.032271623803227,0.0265113902573051,0.0167998924806881,0.0135422881846722,0.00555227266417872,0.0102661458835124,0.00471693292442766,0.00469516632626711,0.00389408402966046,0.00930019879174917,0,0,0,0
SMR,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
SOM,per1000,125.583927414128,125.96053063123,126.188161979343,120.998384988832,119.991400015656,136.564244783311,120.067681763048,100.563152643987,63.0993364328113,38.4365827704451,43.701536613681,35.6127414442356,35.7159875197859,41.7612154769805,47.702029139638,55.7483258926954,56.0155026546221,55.7285201037894,51.4618784033422,49.1394142508658,52.2015009336467
SRB,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
SSA,per1000,352.975110714826,352.508911778217,337.126119591501,331.036486013031,323.506879777443,310.844013316691,301.62807889059,292.211265728035,282.86580463974,279.051050838154,271.509565688825,260.608215903048,252.752522632312,244.52360660452,234.260957926203,228.283839063824,223.555369297654,226.188084036167,218.419931062402,214.130079028415,223.878623477193
SSD,per1000,367.164317298008,357.181397473957,336.607545350224,318.788320946874,306.663030817564,305.748420467226,305.231664438165,299.469979112809,293.152562020627,286.080309700295,285.696436782238,290.857970875915,287.800307070208,285.738331999038,276.305410141013,271.000648863621,266.547857746859,277.783684273911,278.790651247221,281.258898615581,286.886613031279
SSF,per1000,352.975110714826,352.508911778217,337.126119591501,331.036486013031,323.506879777443,310.844013316691,301.62807889059,292.211265728035,282.86580463974,279.051050838154,271.509565688825,260.608215903048,252.752522632312,244.52360660452,234.260957926203,228.283839063824,223.555369297654,226.188084036167,218.419931062402,214.130079028415,223.878623477193
SST,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
STP,per1000,224.758196029916,290.729483282675,343.072227873856,283.607592832685,302.375500858615,115.188731965048,31.8290902793241,14.5582902878585,36.5704000654504,35.1495647526396,15.1908278446766,45.7508901425854,66.6157096298184,48.12157687582,8.96146162767528,10.3089165108128,11.0126414100905,10.8119332064939,13.9173205959286,12.7041404709646,8.81999990874289
SUR,per1000,163.331320624515,227.350864481666,180.23166023166,152.383859688072,114.899336222503,123.776602955131,44.0701585132184,14.6223228831406,27.311529498023,32.3440715478301,22.6612583332267,10.0575621481435,7.1176603037202,9.01837075524216,4.90705955775279,0.980819529206626,0.910910550981027,0.225487170966747,0.340883711635889,1.10636216474315,1.69657799065151
SVK,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
SVN,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
SWE,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
SWZ,per1000,2.81329923273657,4.91526020929495,2.34811712548408,1.19420913325558,1.99749443207127,0.966866624387911,0.534287467339524,0.287728384405122,0.197288977328775,0.358000466076078,0.898861330516007,1.26262626262626,1.35341281738192,2.39225016101684,1.26872924861223,1.02869342994857,0.801492700004488,1.39706489366431,2.15617495819661,0.743443543395017,0.717265157228832
SXM,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
SYC,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
SYR,per1000,0.000365611841972569,0.00375748029335782,0.000877982242282361,0.000114842114486793,0.0000560920857039952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCA,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TCD,per1000,267.051856093282,268.382448889809,233.840500467184,228.381489996838,221.909678531683,223.130498471321,225.949508325553,226.153978294274,227.219140760328,233.784094155118,233.518378500833,217.642472990969,202.390319148137,190.393088108914,188.709736498114,189.657258952936,192.731919489839,196.321088271218,206.105206703969,203.261193400085,206.278347371152
TEA,per1000,6.10332753010619,5.71252686280602,5.3427597218639,5.45654885430187,5.84105451477672,5.40600306465485,5.34278186377342,4.74284677180611,4.85480636033587,5.27508521824833,5.97107490197379,4.71576351011499,5.32833832604705,3.95334112882769,3.55876640309204,2.53392154757543,2.67100637931458,2.35782280393164,2.23905166720669,2.01507056968104,2.36665068098059
TEC,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TGO,per1000,445.783917897915,441.94066611609,444.376606683805,453.68304565934,465.799036901699,461.287006318827,445.598130518399,422.672945564121,378.966130383631,335.355568211632,318.571917540504,316.851323215694,341.313976025594,367.162104705566,364.967090907996,352.471514354045,320.328279062236,273.561286675441,244.918840500716,229.143125169273,228.858097557635
THA,per1000,6.5764030011321,5.26888672955138,3.66474089899372,3.0496411865084,2.16402305588596,2.39918616821081,2.42573479289531,2.64183226491133,2.26290578679402,2.32191761928968,2.54726557941508,1.94321279253267,3.64302276658117,3.21720403764443,3.17380505869938,0.615218631538107,0.567542960740514,0.433555918434228,0.309455751812388,0.242049931313223,0.227024885309776
TJK,per1000,9.18192532412957,5.3957056115907,2.86969310588841,2.48435037761851,1.61241179595171,1.01824281894064,0.581278423282277,0.269189844548164,0.132053548959891,0.0666713553432823,0.0445478591173955,0.0303387791441897,0.0106455985202618,0.00148590231603879,0.000725572512991376,0,0,0,0,0,null
TKM,per1000,0.08175834957145,0.0269664436317058,0.0600698812952401,0.0231310904987394,0.00981290069344498,0.00323570143535716,0.00319839312729285,0,0,0,0,0,0,0,0,0,0,0,0,0,null
TLA,per1000,14.0743670355256,11.6546487513346,10.4614141014513,10.0940968807673,9.84248643058612,10.7696943512131,9.14070738414842,8.11326564447909,5.64056501295035,5.49505716205344,6.47990240007856,4.80979246550012,4.52179593826811,4.39287805016824,3.58601307522707,4.49483972569578,5.08852090852762,6.92105099466856,6.73740657778969,6.42084750427903,4.64330685496488
TLS,per1000,151.881445715921,151.881783860311,120.253696962573,75.8045051163887,256.047129869704,164.27314465093,171.851986677378,117.666189270487,135.160783365571,102.185720959326,99.741069926677,31.2962363326714,7.26352032988019,1.55990994562442,0.514273348960724,0.0977669147872459,0.0976671503516017,0.0188147237186104,0,0,0.00322578824151799
TMN,per1000,8.2100217789154,8.96752444826406,9.72914357746,8.75145620921107,6.87810495147228,7.10728108374823,8.30163362596639,5.80291368051289,3.5963338641399,4.54501615431291,7.14777341412773,4.93876521123429,5.27965152918872,4.23495351881093,3.54984410332535,3.06774583506337,3.89800465843759,4.33119979056553,5.01041984399543,4.89956154672806,4.59837156502419
TON,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TSA,per1000,19.0480878083658,19.0313325286738,17.7498194391644,18.3074342594131,19.1095992624924,20.1945156019519,16.346694188257,15.6481574516267,15.9749046742879,16.1962279012066,15.9716572891859,14.0182375598026,11.1962195776312,8.84004950492924,8.83848261937712,8.98134320619524,9.4965120963106,7.26249339440083,5.30124076173385,4.27267722203914,3.15766238365636
TSS,per1000,352.975110714826,352.508911778217,337.126119591501,331.036486013031,323.506879777443,310.844013316691,301.62807889059,292.211265728035,282.86580463974,279.051050838154,271.509565688825,260.608215903048,252.752522632312,244.52360660452,234.260957926203,228.283839063824,223.555369297654,226.188084036167,218.419931062402,214.130079028415,223.878623477193
TTO,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TUN,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TUR,per1000,2.78109439664945,2.5912553520136,2.41448235992035,2.14674248936929,1.21725275557831,0.472163535335799,0.178108257600032,0.0692046112823415,0.0362666340412609,0.00819691403443265,0,0,0,0,0,0,0,0,null,0,null
TUV,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TZA,per1000,339.933495086551,328.419092645323,302.445968695898,283.714705945972,267.095815109791,248.378388261259,226.712928998711,198.626183445836,171.065996979114,151.103892910949,137.373148485516,127.433784602876,124.638923359452,134.518531743431,144.908924159377,140.304301446581,131.282602970863,123.570741653976,114.924998366287,111.840027191924,120.173323114288
UGA,per1000,487.225519287206,507.974382194183,500.152559311083,484.124679899927,449.82469156976,433.645287865921,421.310380370632,415.413546647964,417.960705098172,423.051331924235,409.436655124848,394.679720016016,376.555968630531,332.344413915011,294.282382767661,253.514779685989,283.137132534608,294.903259896108,262.691580498095,262.691558158758,283.817529248595
UKR,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
UMC,per1000,3.33318492983492,3.06377196004591,2.74029458730128,2.59310999371495,2.48507293972012,2.53225719843021,2.30706114873732,2.04872191562863,1.60141248023941,1.61391180519153,1.78454198347479,1.6051274168185,1.70810314636895,1.75727042510716,1.74312243966317,1.77167515490838,1.67808617679132,1.81241050467198,1.69566026329362,1.55136804814403,1.60800786042371
URY,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
USA,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
UZB,per1000,5.08700391618555,3.06675163294567,2.90983445401282,2.87389801545691,2.53096598535108,3.85968895447837,2.72347410834204,1.10277900308778,0.253384492869036,0,0.105207785376118,0,0,0,0,0,0,0,0,0,null
VCT,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
VEN,per1000,2.93620554645813,1.93407007169789,2.79111023144407,2.93601690444412,4.23009260366954,4.00863423753021,3.25047979176311,3.5844624847693,2.71256592800953,2.99147265831663,4.07208987978949,3.70847669222572,4.2130967296356,6.18910430479843,7.06181798525126,10.6151135905114,18.8867815509757,32.8283192438189,32.9013114358664,32.7832668930392,16.2993017780104
VGB,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
VIR,per1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
VNM,per1000,3.41999299985942,3.11134945735356,2.18757046727448,1.59247133260613,0.923919367268705,0.657195449334243,0.699462118121064,0.445123656994401,0.28179470138171,0.356043201985803,0.35413509525068,0.308501586754078,0.36018298165782,0.310389693961742,0.281985604146686,0.165192849145182,0.0727989736040253,0.0786722409164615,0.0536381285550438,0.0526363778024827,0.0230981100518584
